"id","nombre_urg","num","claves_presupuestales","objeto_contratacion_proyectado","tipo_de_contratacion","partida_presupuestal_especifica","clave_cabms","valor_estimado_contratacion","contratacion_a_mipymes","procedimiento_contratacion_proyectado","fecha_estimada_procedimiento_contratacion","fecha_estimada_inicio_vigencia_contrato","fecha_estimada_fin_contrato","etiqueta_procedimiento"
116447,"SECRETARÍA DE TRABAJO Y FOMENTO AL EMPLEO","CDMX33C001PAAAPS82","133C001393001O00111112022111100","CONTRATACIÓN PARA LA PROVISIÓN DE ALIMENTOS Y BEBIDAS PARA EL PERSONAL QUE PARTICIPA EN LAS ACTIVIDADES Y EVENTOS PROGRAMADOS POR LA SECRETARÍA.","SERVICIO",2211,"2211000480--BOX LUNCH","$800,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","03-01-2022","17-01-2022","31-12-2022","PROYECTO"
116077,"SECRETARÍA DE OBRAS Y SERVICIOS","CDMX07C001PAAAPS28","107C001221049K00511112024211100; 107C001221049K00611112024211100; 107C001356001O00111112024211100","ADQUISICIÓN DE CEMENTO Y PRODUCTOS DE CONCRETO","BIEN",2421,"2421000006--CEMENTO TIPO I;2421000052--PEGA AZULEJO;2421000054--BASES DE CONCRETO PREFABRICADA PARA POSTE;2421000026--LADRILLOS Y BLOCKS DE CONCRETO;2421000032--LOSAS Y LOSETAS DE CONCRETO;2421000034--POSTES DE CONCRETO;2421000028--LÁMINA DE ASBESTO-CEMENTO;2421000032--LOSAS Y LOSETAS DE CONCRETO","$3,421,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-04-2022","15-05-2022","31-12-2022","PROYECTO"
113528,"SERVICIO DE TRANSPORTES ELÉCTRICOS","CDMX10PDTEPAAAPS81","110PDTE356052E04212112054122100A22NR0021","ADQUISICIÓN DE TROLEBUSES","BIEN",5412,"5412000066--AUTOBÚS DE PASAJEROS","$750,000,000.00","NO","LICITACIÓN PÚBLICA INTERNACIONAL.(ART.30)","31-12-2021","03-01-2022","31-12-2022","PROYECTO"
115037,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS131","110PDRT351001O00114122021111100; 110PDRT356052E08814122024511100; 110PDRT356052E08814122024711100; 110PDRT356052E08814122024911100; 110PDRT356052E08814122029111100","TERCERA ETAPA DEL CAMBIO DE CROMÁTICA A 215 AUTOBUSES PARA EL EJERCICIO 2022","BIEN","2111;2451;2471;2491;2911","2111000622--ABATELENGUA;2451000002--CRISTAL FLOTADO;2471000002--ABRAZADERAS METÁLICAS PARA TUBERÍA;2491000150--AISLANTE TÉRMICO Y ACUSTICO EN ROLLO FORMULAR;2911000002--ABOCARDADOR","$10,000,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-02-2022","01-03-2022","31-12-2022","PROYECTO"
113524,"INSTITUTO DE VIVIENDA","CDMX03PDIVPAAAPS37","103PDIV134001O00114122032711100","ARRENDAMIENTO DE PATENTES, REGALIAS Y OTROS","SERVICIO",3271,"3271000002--ARRENDAMIENTO DE PATENTES, REGALÍAS Y OTROS","$168,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-02-2022","01-02-2022","31-12-2022","PROYECTO"
116078,"ALCALDÍA TLALPAN","CDMX02CD14PAAAPS90","102CD14122104M00115O32029111100","HERRAMIENTAS MENORES","BIEN",2911,"2911000112--BROCHA;2911000880--RODILLO","$500,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","08-08-2022","08-08-2022","31-12-2022","PROYECTO"
112975,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS32","110C001356001O00111112031811100000000000; 110C001356264P04411112031811100000000000; 110C001356265E11211112031811100000000000; 110C001356266G01811112031811100000000000; 110C001356267F02411112031811100000000000; 110C001356268G01911112031811100000000000; 110C001356270P04511112031811100000000000","SERVICIO POSTAL","SERVICIO",3181,,"$40,000.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","02-02-2022","02-02-2022","31-12-2022","PROYECTO REVOLVENTE"
112034,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS10","110C001356264P04411112022111100000000000; 110C001356265E11211112022111100000000000; 110C001356266G01811112022111100000000000; 110C001356267F02411112022111100000000000; 110C001356268G01911112022111100000000000; 110C001356270P04511112022111100000000000; 110C001356001O00111112022111100000000000","SUMINISTRO DE GARRAFONES DE AGUA PURIFICADA","SERVICIO",2211,"2211000020--AGUA PURIFICADA","$144,383.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-03-2022","08-03-2022","31-12-2022","PROYECTO"
112098,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS11","110C001356265E11211112022111182000000000","BOX LUNCH PARA PASEO DOMINICAL 2022","SERVICIO",2211,"2211000480--BOX LUNCH","$200,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-01-2022","14-01-2022","31-12-2022","PROYECTO"
113525,"SERVICIOS METROPOLITANOS, S.A. DE C.V.","CDMX09PESMPAAAPS91","109PESM152104M00114122021411200","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$220,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
113379,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS36","110C001172002N00111112033211100000000000","DESARROLLO E IMPLEMENTACIÓN DEL PROGRAMA INTERNO DE PROTECCIÓN CIVIL 2022","SERVICIO INTEGRAL",3321,"3321000002--SERVICIOS ESTADÍSTICOS Y GEOGRÁFICOS","$300,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-07-2022","15-07-2022","31-12-2022","PROYECTO"
113526,"ALCALDÍA CUAJIMALPA DE MORELOS","CDMX02CD05PAAAPS23","102CD05172002N00115O22025411100","MATERIALES QUE SERÁN UTILIZADOS COMO SUMINISTRO A LOD DIVERSOS CONSULTORIOS PERTENENCIENTES A ESTA DEMARACACION EN APOYO A LOS HABITANTES","BIEN",2541,"2541000018--ACOPLADOR DE BOLSA DE TRANSFERENCIA PARA HEMOFERESIS","$500,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-10-2022","01-10-2022","31-12-2022","PROYECTO"
112239,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS13","110C001356001O00111112024411100000000000; 110C001356264P04411112024411100000000000; 110C001356265E11211112024411100000000000; 110C001356266G01811112024411100000000000; 110C001356267F02411112024411100000000000; 110C001356268G01911112024411100000000000; 110C001356270P04511112024411100000000000","CONTRATO DE ADQUISICIÓN DE MADERA Y PRODUCTOS DE MADERA","SERVICIO","2441;2561","2441000098--TRIPLAY DE PINO;2561000002--ACETATO FIBRA CORTA","$157,500.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-04-2022","22-04-2022","31-12-2022","PROYECTO"
116449,"ÓRGANO REGULADOR DE TRANSPORTE","CDMX10PDORPAAAPS26","110PDOR134001O00115O12034511100000000000","SERVICIO DE ASEGURAMIENTO DE LOS BIENES PATRIMONIALES DEL ORGANISMO REGULADOR DE TRANSPORTE","SERVICIO",3451,"3451000002--SEGURO DE BIENES PATRIMONIALES","$350,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-01-2022","01-02-2022","31-12-2022","PROYECTO"
113530,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS41","110C001356001O00111112033411100000000000; 110C001356264P04411112033411100000000000; 110C001356265E11211112033411100000000000; 110C001356266G01811112033411100000000000; 110C001356267F02411112033411100000000000; 110C001356268G01911112033411100000000000; 110C001356270P04511112033411100000000000","PROPORCIONAR CURSOS DE CAPACITACIÓN PARA EL PERSONAL DE LA SECRETARÍA DE MOVILIDAD","SERVICIO",3341,"3341000004--SERVICIOS DE CAPACITACIÓN","$750,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-07-2022","15-07-2022","31-12-2022","PROYECTO"
113533,"UNIVERSIDAD DE LA SALUD","CDMX36CD01PAAAPS13","136CD01253238E15315O22027111200","ADQUISICIÓN DE VESTUARIO OPERATIVO, CALZADO OPERATICO, EQUIPO DE LLUVIA Y EQUIPO DE PROTECCIÓN CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO","2711;2721","2711000076--CALZADO DE VESTIR;2711000056--BOTA;2711000320--UNIFORMES DE TRABAJO;2711000354--GORRA TIPO BEISBOLERA;2711000040--BATAS;2721000048--IMPERMEABLES;2721000046--GUANTES DE SEGURIDAD;2721000018--CHALECO DE SEGURIDAD;2721000044--GUANTES DE HULE;2721000036--FAJA-BANDA O CEÑIDOR;2721000054--MANDIL;2721000016--CASCO SEGURIDAD;2721000008--CALZADO SEGURIDAD;2721000004--BOTAS DE SEGURIDAD;2721000034--ESPEJUELOS,LÉNTES, ANTEOJOS","$41,200.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR EXCEPCIÓN. (ARTÍCULO 54).","01-03-2022","01-05-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
116744,"ÓRGANO REGULADOR DE TRANSPORTE","CDMX10PDORPAAAPS39","110PDOR134001O00115O12034111100000000000; 110PDOR222245K00715O12034111100000000000","SERVICIOS DE RED DE RECARGA EXTERNA (MULTIANUALIDAD)","SERVICIO",3411,"3411000002--SERVICIOS  FINANCIEROS Y BANCARIOS","$250,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
110898,"POLICÍA BANCARIA E INDUSTRIAL","CDMX11CD03PAAAPS72","111CD03171260E05411112033311100","ASESORÍA PARA EL CUMPLIMIENTO DE ESTÁNDARES DE COMPETENCIA","SERVICIO",3331,"3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.","$151,996.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-04-2022","02-05-2022","31-12-2022","PROYECTO"
113400,"SERVICIOS DE SALUD PÚBLICA","CDMX26PDSPPAAAPS26","126PDSP232104M00125P42017141100","PREMIO SE ASISTENCIA","SERVICIO",1714,"1714000004--PREMIO DE ASISTENCIA","$40,000,000.00","SI","LICITACIÓN PÚBLICA INTERNACIONAL.(ART.30)","18-03-2022","31-03-2022","30-12-2022","PROYECTO"
112642,"FONDO DE DESARROLLO ECONÓMICO DEL DISTRITO FEDERAL","CDMX04P0DEPAAAPS13","104P0DE311030P02514122035531100","SERVICIO MANTENIMEITNO PREVENTIVO Y CORRECTIVO","SERVICIO",3553,"3553000004--MANTENIMIENTO CORRECTIVO AL PARQUE VEHICULAR DESTINADO A SERVIDORES PUBLICOS Y SERVICIOS ADMINISTRATIVOS","$9,600.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","12-06-2022","26-06-2022","01-12-2022","PROYECTO"
119266,"ALCALDÍA MILPA ALTA","CDMX02CD12PAAAPS66","102CD12356001O00115O62027411100; 102CD12221274K01615OB2027411100; 102CD12221274K01615O32027411100","PRODUCTOS TEXTILES","BIEN",2741,"2741000002--ACRÍLICAS (FIBRAS)","$272,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-06-2022","01-06-2022","31-12-2022","PROYECTO"
119409,"ALCALDÍA MILPA ALTA","CDMX02CD12PAAAPS69","102CD12242078F03111112038211100; 102CD12124004P00211112038211100; 102CD12356001O00111112038211100","ESPECTÁCULOS CULTURALES","SERVICIO",3821,"3821000002--ESPECTÁCULOS CULTURALES;3821000002--ESPECTÁCULOS CULTURALES;3821000002--ESPECTÁCULOS CULTURALES","$10,550,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-03-2022","20-03-2022","31-12-2022","PROYECTO"
111444,"POLICÍA BANCARIA E INDUSTRIAL","CDMX11CD03PAAAPS104","111CD03171260E05411112038221100","GASTOS DE ORDEN SOCIAL PARA LLEVAR A CABO EL EVENTO DEL ANIVERSARIO DE LA POLICÍA BANCARIA E INDUSTRIAL","SERVICIO",3822,"3822000002--GASTOS DE ORDEN SOCIAL","$390,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-04-2022","02-05-2022","31-12-2022","PROYECTO"
111430,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS45","102CD07221274K01615O62024612100PAAAPS045","MATERIAL ELÉCTRICO Y ELECTRÓNICO","BIEN",2461,"2461000150--LÁMPARAS ELÉCTRICAS","$10,367,053.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-03-2022","01-04-2022","31-12-2022","PROYECTO"
111432,"SISTEMA DE TRANSPORTE COLECTIVO","CDMX10PDMEPAAAPS125","110PDME356052U02615O22044111100","PREMIOS PARA EL PERSONAL DE BASE Y CONFIANZA DEL S.T.C.","SERVICIO",4411,"4411000006--PREMIOS","$750,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-06-2022","01-07-2022","31-12-2022","PROYECTO"
111431,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS46","102CD07221274K01625P12024612100PAAAPS046","MATERIAL ELÉCTRICO Y ELECTRÓNICO","BIEN",2461,"2461000128--FOCO","$80,800.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-03-2022","01-04-2022","31-12-2022","PROYECTO"
112303,"FIDEICOMISO MUSEO DEL ESTANQUILLO","CDMX31PFMEPAAAPS15","131PFME133256E07314122035111100MANT 01","CONTRATACIÓN DE SERVICIOS DE MANTENIMIENTO MENOR EN LAS INSTALACIONES DEL FIDEICOMISO MUSEO DEL ESTANQUILLO","SERVICIO",3511,"3511000002--CARPINTERÍA Y TAPICERÍA","$500,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-01-2022","10-01-2022","31-12-2022","PROYECTO"
111449,"CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR","CDMX09PDPAPAAAPS5","109PDPA134001O00114122026111200","PARA LA ADQUISICION CONSOLIDADA DE COMBUSTIBLE (GASOLINA DIESEL), A TRAVES DE MEDIO DE CONTROL PARA LOS BIENES MUEBLES PROPIEDAD Y/O A CARGO DEL GOBIERNO DE LA CIUDAD DE MÉXICO CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2611,"2611000024--GASOLINA","$900,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-06-2022","01-05-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
111450,"UNIVERSIDAD DE LA POLICÍA","CDMX11CD01PAAAPS30","111CD01124004P00211112025111100; 111CD01172002N00111112025111100; 111CD01253071E02511112025111100","PRODUCTOS QUIMICOS BASICOS","BIEN",2511,"2511000002--ABRASIVOS","$400,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-01-2022","03-01-2022","31-12-2022","PROYECTO"
112898,"INSTITUTO PARA LA ATENCIÓN Y PREVENCIÓN DE LAS ADICCIONES","CDMX26PDIAPAAAPS17","126PDIA393001O00111112035911100","CONTRATACIÓN DEL SERVICIO DE FUMIGACIÓN","SERVICIO",3591,"3591000002--FUMIGACIÓN","$40,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-12-2021","01-01-2022","31-12-2022","PROYECTO"
111021,"SECRETARÍA DE ADMINISTRACIÓN Y FINANZAS","CDMX09C001PAAAPS180","109C001268294P00411112022311100","ADQUISICIÓN DE UTENSILIOS PARA SERVICIO DE ALIMENTACIÓN REQUERIDO EN CINCO CENTROS DE ATENCIÓN Y CUIDADO INFANTIL (CACI)","BIEN",2231,"2231000164--UTENSILIOS DE COCINA DE METAL TROQUELADO","$100,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-12-2021","01-01-2022","31-12-2022","PROYECTO"
111451,"ALCALDÍA TLALPAN","CDMX02CD14PAAAPS14","102CD14122104M00125P12031711179","SERVICIOS DE ACCESO A INTERNET, REDE Y PROCESAMIENTOS DE INFORMACIÓN","SERVICIO",3171,"3171000004--SERVICIO DE INTERNET","$463,296.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","03-01-2022","03-01-2022","31-12-2022","PROYECTO"
117573,"FIDEICOMISO CENTRO HISTÓRICO","CDMX09PFCHPAAAPS125","109PFCH133073E00314122033611130","SERVICIOS DE APOYO ADMINISTRATIVO.","SERVICIO",3361,"3361000026--PREPARACIÓN Y EDICIÓN DE DOCUMENTOS","$90,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-02-2022","01-03-2022","30-11-2022","PROYECTO"
111453,"POLICÍA BANCARIA E INDUSTRIAL","CDMX11CD03PAAAPS107","111CD03171260E05411112039931182","SERVICIO HOSPITALARIO DE SEGUNDO NIVEL CON ATENCIÓN  DE CONSULTAS DE ESPECIALIDADES PARA PACIENTES INTERNOS Y EXTERNOS, ASÍ COMO ESTUDIOS DE LABORATORIO Y GABINETE PARA PACIENTES INTERNOS","SERVICIO",3993,"3993000002--TODO TIPO DE SUBROGACIONES","$26,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","15-12-2021","01-01-2022","31-03-2022","PROYECTO"
111452,"CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR","CDMX09PDPAPAAAPS6","109PDPA134001O00114122031411279; 109PDPA134001O00114122031711279","CONTRATACIÓN CONSOLIDADA DE LOS SERVICIOS DE TELEFONÍA E INTERNET PARA EL PERIODO DEL 2021-2022 (CLUSTER 4)","SERVICIO","3141;3171","3141000008--SERVICIO TELEFÓNICO LOCAL;3171000004--SERVICIO DE INTERNET","$180,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-01-2022","01-01-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
111454,"UNIVERSIDAD DE LA POLICÍA","CDMX11CD01PAAAPS31","111CD01172002N00111112025211100","FERTILIZANTES, PESTICIDAS Y OTROS AGROQUIMICOS","BIEN",2521,"2521000042--ABONO ORGÁNICO","$2,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-01-2022","03-01-2022","31-12-2022","PROYECTO"
113241,"INSTITUTO DE VIVIENDA","CDMX03PDIVPAAAPS5","103PDIV134001O00114122021111100","COMPRAS DE PAPELERÍA URGENTES Y DE POCA CUANTIA","BIEN",2111,"2111000052--CAJAS DE CARTÓN (CORRUGADO,LISO Y PLEGADIZO)","$50,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-02-2022","01-02-2022","31-12-2022","PROYECTO"
117574,"ALCALDÍA VENUSTIANO CARRANZA","CDMX02CD15PAAAPS51","102CD15221104M00115O22035111100","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A CÁRCAMO, SUBESTACIÓN ELÉCTRICA Y MOTOBOMBAS","SERVICIO",3511,"3511000004--SERVICIO DE MANTENIMIENTO MENOR A INMUEBLES","$1,275,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","19-04-2022","29-04-2022","31-12-2022","PROYECTO"
111456,"POLICÍA BANCARIA E INDUSTRIAL","CDMX11CD03PAAAPS108","111CD03171260E05411112039931182","SERVICIO DE ANÁLISIS CLÍNICOS Y ESTUDIOS DE GABINETE","SERVICIO",3993,"3993000002--TODO TIPO DE SUBROGACIONES","$18,500,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","15-12-2021","01-01-2022","31-12-2022","PROYECTO"
112357,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MÉXICO ""ROSARIO CASTELLANOS""","CDMX36CDESPAAAPS36","136CDES253238E09415O22059112100A22NR0001","SOFTWARE, QUE SERVIRÁ PARA PROVEER DE RECURSOS AL INSTITUTO, CON EL FIN DE MANTENER LAS ACTUALIZACIONES NECESARIAS QUE PERMITAN EL CORRECTO DESARROLLO DE LAS DISTINTAS ACTIVIDADES ACADÉMICAS.","SERVICIO",5911,"5911000014--GRABADORA REGISTRO (SOFTWARE)","$3,000,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","26-02-2022","28-03-2022","31-12-2022","PROYECTO"
111462,"POLICÍA BANCARIA E INDUSTRIAL","CDMX11CD03PAAAPS109","111CD03171260E05411112039931182","SERVICIO DE DISPENSACIÓN DE OXÍGENO MEDICINAL","SERVICIO",3993,"3993000002--TODO TIPO DE SUBROGACIONES","$1,500,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","15-12-2021","01-01-2022","31-12-2022","PROYECTO"
111463,"POLICÍA BANCARIA E INDUSTRIAL","CDMX11CD03PAAAPS110","111CD03171260E05411112039931182","SERVICIO PARA LA DISPENSACIÓN DE MEDICAMENTOS","SERVICIO",3993,"3993000002--TODO TIPO DE SUBROGACIONES","$55,840,872.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","15-12-2021","01-01-2022","31-12-2022","PROYECTO"
111459,"UNIVERSIDAD DE LA POLICÍA","CDMX11CD01PAAAPS32","111CD01253242E02611112025311100","MEDICINAS Y PRODUCTOS FARMACEUTICOS","BIEN",2531,"2531001020--ABACAVIR","$250,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-01-2022","03-01-2022","31-12-2022","PROYECTO"
111457,"ALCALDÍA TLALPAN","CDMX02CD14PAAAPS15","102CD14122104M00125P12031911200","SERVICIOS INTEGRALES Y OTROS SERVICIOS","SERVICIO",3191,"3191000002--ASIGNACIÓN DESTINADA AL PAGO DE TELEFONÍA CELULAR","$4,841,000.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","03-01-2022","03-01-2022","31-12-2022","PROYECTO"
111465,"ALCALDÍA TLALPAN","CDMX02CD14PAAAPS16","102CD14214081E12211112032521100; 102CD14214081E12215O32032521100; 102CD14214081E12225P12032521100; 102CD14214081E12215O32032522100","ARRENDAMIENTO DE EQUIPO DE TRANSPORTE DESTINADO A SERVICIOS PÚBLICOS Y LA OPERACIÓN DE PROGRAMAS PÚBLICOS","SERVICIO",3252,"3252000002--ARRENDAMIENTO DE VEHÍCULOS Y EQUIPO DESTINADO A SERVICIOS PUBLICOS Y LA OPERACIÓN DE PROGRAMAS PUBLICOS;3252000002--ARRENDAMIENTO DE VEHÍCULOS Y EQUIPO DESTINADO A SERVICIOS PUBLICOS Y LA OPERACIÓN DE PROGRAMAS PUBLICOS;3252000002--ARRENDAMIENTO DE VEHÍCULOS Y EQUIPO DESTINADO A SERVICIOS PUBLICOS Y LA OPERACIÓN DE PROGRAMAS PUBLICOS;3252000002--ARRENDAMIENTO DE VEHÍCULOS Y EQUIPO DESTINADO A SERVICIOS PUBLICOS Y LA OPERACIÓN DE PROGRAMAS PUBLICOS","$195,340,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","03-01-2022","03-01-2022","31-12-2022","PROYECTO"
111464,"UNIVERSIDAD DE LA POLICÍA","CDMX11CD01PAAAPS33","111CD01253242E02611112025411100","MATERIALES, ACCESORIOS Y SUMINISTROS MÉDICOS","BIEN",2541,"2541000002--ABATELENGUAS","$250,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-01-2022","03-01-2022","31-12-2022","PROYECTO"
111461,"SECRETARÍA DE ADMINISTRACIÓN Y FINANZAS","CDMX09C001PAAAPS186","109C001152104M00111112024511100","ADQUISICIÓN DE VIDRIO Y PRODUCTOS DE VIDRIO PARA MANTENIMIENTO DE INMUEBLES TALES COMO CRISTAL CLARO Y PELÍCULA PARA VIDRIO","BIEN",2451,"2451000020--VIDRIO DE BLOQUE","$235,300.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-04-2022","01-05-2022","31-12-2022","PROYECTO"
111466,"SECRETARÍA DE ADMINISTRACIÓN Y FINANZAS","CDMX09C001PAAAPS187","109C001184045O00411112024711100","ADQUISICIÓN DE MATERIALES COMPLEMENTARIOS (VINIL, ZOCLO, CINTA AZUL, ENTRE OTROS)","BIEN",2471,"2471000332--CONECTOR DE HULE 50 X 32","$500,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-05-2022","01-06-2022","31-12-2022","PROYECTO"
111467,"SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA","CDMX08PDDFPAAAPS94","108PDDF263001O00111112021111200","ADQUISICIÓN DE PAPEL BOND 2022","BIEN",2111,"2111000488--PAPEL BOND;2111000488--PAPEL BOND","$100,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-12-2021","01-03-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
111468,"UNIVERSIDAD DE LA POLICÍA","CDMX11CD01PAAAPS34","111CD01172002N00111112024611100","MATERIAL ELECTRICO Y ELECTRONICO","BIEN",2461,"2461000002--ACRÍLICO (CUBIERTA PARA LÁMPARA DE TUBOS FLUORESCENTES)","$230,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-01-2022","03-01-2022","31-12-2022","PROYECTO"
110376,"CENTRO DE COMANDO, CONTROL, CÓMPUTO, COMUNICACIONES Y CONTACTO CIUDADANO","CDMX01CD03PAAAPS28","101CD03232001O00115O22021111100","ADQUISICIÓN DE PAPELERÍA PARA EL PERSONAL DE LAS DISTINTAS ÁREAS DEL C5","BIEN",2111,"2111000622--ABATELENGUA","$102,431.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-09-2022","01-09-2022","31-12-2022","PROYECTO"
111470,"SECRETARÍA DE ADMINISTRACIÓN Y FINANZAS","CDMX09C001PAAAPS188","109C001172002N00111112025311100","ADQUISICIÓN DE MEDICAMENTOS (ANESTESICO LOCAL, ANTICEPTICOS, ANALGESICO, CLORAFENICOL, ENTRE OTROS)","BIEN",2531,"2531000076--ANESTÉSICOS LOCALES TÓPICOS","$300,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-12-2021","01-01-2022","01-12-2022","PROYECTO"
112594,"FONDO DE DESARROLLO ECONÓMICO DEL DISTRITO FEDERAL","CDMX04P0DEPAAAPS11","104P0DE311030P02514122035211100","MANTENIMIENTO DE MOBILIARIO Y EQUIPO","SERVICIO",3521,"3521000004--SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE MAQUINARIA Y EQUIPO","$9,600.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR EXCEPCIÓN. (ARTÍCULO 54).","01-09-2022","10-09-2022","11-02-2022","PROYECTO"
